sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
194806,https://sofifa.com/player/194806/craig-dawson/220002,C. Dawson,Craig Dawson,CB,77,77,7000000,56000,31,1990-05-06,188,77,19,West Ham United,English Premier League,1,RCB,15,,2021-07-01,2023,14,England,,,,Right,2,2,2,Low/Medium,Normal (185+),Yes,13300000,,"Solid Player, Power Header",51,47,59,57,79,76,65,49,82,66,29,48,45,24,62,67,48,53,56,76,50,57,82,72,78,30,76,80,56,51,66,69,79,78,77,7,8,7,7,5,,59+2,59+2,59+2,57,57,57,57,57,57+2,57+2,57+2,59+2,62+2,62+2,62+2,59+2,70+2,72+2,72+2,72+2,70+2,72+2,77,77,77,72+2,14+2,https://cdn.sofifa.net/players/194/806/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
194932,https://sofifa.com/player/194932/andros-townsend/220002,A. Townsend,Andros Townsend,"RM, RW",77,77,10500000,74000,29,1991-07-16,178,73,7,Everton,English Premier League,1,RM,14,,2021-07-20,2023,14,England,,,,Left,4,4,2,High/High,Normal (170-185),Yes,20000000,,"Long Shot Taker (AI), Speed Dribbler (AI)",77,74,75,79,38,67,78,69,48,75,72,81,80,78,70,79,78,77,79,75,77,83,44,74,62,76,76,37,74,76,76,72,41,35,34,13,11,11,11,13,,72+2,72+2,72+2,77,76,76,76,77,76+1,76+1,76+1,76+1,71+2,71+2,71+2,76+1,61+2,59+2,59+2,59+2,61+2,57+2,50+2,50+2,50+2,57+2,19+2,https://cdn.sofifa.net/players/194/932/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
194958,https://sofifa.com/player/194958/aaron-mooy/220002,A. Mooy,Aaron Frank Mooy,"CM, CAM",77,77,10000000,25000,30,1990-09-15,175,68,112540,Shanghai Port FC,Chinese Super League,1,CM,19,,2020-08-28,2023,195,Australia,1415,RDM,8,Right,3,3,1,Medium/Medium,Normal (170-185),Yes,15500000,,"Solid Player, Early Crosser, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",63,72,78,75,69,76,77,68,50,80,65,73,73,72,80,77,67,60,70,74,77,76,70,82,74,78,75,70,70,79,73,80,72,72,69,11,8,12,11,12,,70+2,70+2,70+2,73,73,73,73,73,75+2,75+2,75+2,74+2,77,77,77,74+2,74+2,75+2,75+2,75+2,74+2,72+2,70+2,70+2,70+2,72+2,18+2,https://cdn.sofifa.net/players/194/958/22_120.png,https://cdn.sofifa.net/teams/112540/60.png,https://cdn.sofifa.net/flags/cn.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
195093,https://sofifa.com/player/195093/willian-jose-da-silva/220002,Willian Jos?,Willian Jos? da Silva,ST,77,77,10500000,35000,29,1991-11-23,189,91,449,Real Betis Balompi?,Spain Primera Division,1,SUB,19,Real Sociedad,,2022,54,Brazil,,,,Right,4,4,2,Medium/Low,Normal (185+),Yes,,#Strength,"Long Shot Taker (AI), Power Header, Outside Foot Shot",62,78,66,74,40,80,54,78,80,75,73,75,68,60,50,79,59,65,65,78,38,82,79,68,88,74,75,35,80,76,76,77,40,32,30,15,14,16,15,8,,77,77,77,73,76,76,76,73,74+2,74+2,74+2,71+2,68+2,68+2,68+2,71+2,55+2,57+2,57+2,57+2,55+2,53+2,55+2,55+2,55+2,53+2,20+2,https://cdn.sofifa.net/players/195/093/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
195272,https://sofifa.com/player/195272/marco-davide-faraoni/220002,M. Faraoni,Marco Davide Faraoni,"RWB, RB, RM",77,77,9500000,27000,29,1991-10-25,180,71,206,Hellas Verona,Italian Serie A,1,RM,5,,2019-07-01,2024,27,Italy,,,,Right,3,3,1,High/High,Normal (170-185),No,16200000,,Long Throw-in,74,71,73,74,70,76,75,66,65,76,74,74,73,68,72,77,75,73,65,74,79,76,71,84,72,75,77,70,77,67,66,71,70,72,73,11,8,13,12,15,,73+2,73+2,73+2,74,74,74,74,74,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,75+2,74+2,72+2,72+2,72+2,74+2,18+2,https://cdn.sofifa.net/players/195/272/22_120.png,https://cdn.sofifa.net/teams/206/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
195479,https://sofifa.com/player/195479/james-tavernier/220002,J. Tavernier,James Henry Tavernier,RB,77,77,9500000,50000,29,1991-10-31,180,75,86,Rangers FC,Scottish Premiership,1,RB,2,,2015-07-20,2024,14,England,,,,Right,3,3,1,High/Medium,Lean (185+),Yes,17100000,,"Leadership, Early Crosser, Long Passer (AI), Long Shot Taker (AI), Technical Dribbler (AI)",83,71,74,75,72,78,79,67,67,72,64,76,80,75,71,74,82,84,76,72,75,77,73,87,78,71,70,72,72,73,83,77,71,74,73,15,13,8,11,12,,73+2,73+2,73+2,75,74,74,74,75,73+2,73+2,73+2,75+2,73+2,73+2,73+2,75+2,76+1,73+2,73+2,73+2,76+1,75+2,73+2,73+2,73+2,75+2,19+2,https://cdn.sofifa.net/players/195/479/22_120.png,https://cdn.sofifa.net/teams/86/60.png,https://cdn.sofifa.net/flags/gb-sct.png,,https://cdn.sofifa.net/flags/gb-eng.png
196147,https://sofifa.com/player/196147/giovanni-moreno/220002,G. Moreno,Giovanni Andr?s Moreno Cardona,"ST, CAM",77,77,4500000,15000,35,1986-07-01,192,83,110955,Shanghai Shenhua FC,Chinese Super League,1,RS,10,,2012-07-01,2021,56,Colombia,,,,Left,2,4,1,Medium/High,Lean (185+),No,7000000,,"Flair, Long Passer (AI), Power Header, Technical Dribbler (AI)",74,77,74,77,56,80,68,77,84,77,83,78,78,73,74,77,79,69,70,72,82,80,86,82,80,74,77,56,76,75,71,73,45,57,53,7,13,12,15,15,,77,77,77,75,76,76,76,75,76+1,76+1,76+1,75+2,74+2,74+2,74+2,75+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,65+2,65+2,19+2,https://cdn.sofifa.net/players/196/147/22_120.png,https://cdn.sofifa.net/teams/110955/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/co.png
197083,https://sofifa.com/player/197083/daniel-caligiuri/220002,D. Caligiuri,Daniel Caligiuri,"RM, RWB, CM",77,77,6500000,26000,33,1988-01-15,182,80,100409,FC Augsburg,German 1. Bundesliga,1,SUB,20,,2020-07-01,2023,27,Italy,,,,Right,4,3,2,Medium/High,Normal (170-185),Yes,11700000,,"Solid Player, Dives Into Tackles (AI), Long Shot Taker (AI)",66,74,78,75,71,76,85,73,63,76,71,75,80,79,73,75,67,66,74,77,67,76,77,82,75,74,72,72,75,75,80,74,71,73,68,12,10,13,6,14,,73+2,73+2,73+2,75,74,74,74,75,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,75+2,73+2,72+2,72+2,72+2,73+2,18+2,https://cdn.sofifa.net/players/197/083/22_120.png,https://cdn.sofifa.net/teams/100409/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/it.png
197948,https://sofifa.com/player/197948/florian-lejeune/220002,F. Lejeune,Florian Lejeune,CB,77,77,8500000,23000,30,1991-05-20,189,81,463,Deportivo Alav?s,Spain Primera Division,1,LCB,22,,2021-07-22,2024,18,France,,,,Right,3,2,2,Medium/High,Normal (185+),Yes,18700000,,Long Passer (AI),45,57,61,66,78,76,51,50,76,77,42,62,47,41,70,73,46,45,53,78,54,75,77,58,82,66,81,81,46,46,43,77,80,76,74,11,15,15,12,7,,63+2,63+2,63+2,59,61,61,61,59,62+2,62+2,62+2,60+2,67+2,67+2,67+2,60+2,68+2,75+2,75+2,75+2,68+2,69+2,77,77,77,69+2,19+2,https://cdn.sofifa.net/players/197/948/22_120.png,https://cdn.sofifa.net/teams/463/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/fr.png
198118,https://sofifa.com/player/198118/josuha-guilavogui/220002,J. Guilavogui,Josuha Guilavogui,"CDM, CM, CB",77,77,9000000,50000,30,1990-09-19,188,77,175,VfL Wolfsburg,German 1. Bundesliga,1,SUB,23,,2016-05-17,2023,18,France,,,,Right,3,2,2,Medium/High,Normal (185+),Yes,15300000,,,67,59,65,65,80,78,52,49,83,75,49,63,42,53,73,70,61,72,53,77,50,78,75,74,80,66,80,83,61,65,50,75,79,77,80,14,8,14,10,15,,67+2,67+2,67+2,64,66,66,66,64,67+2,67+2,67+2,66+2,71+2,71+2,71+2,66+2,73+2,76+1,76+1,76+1,73+2,74+2,79-2,79-2,79-2,74+2,19+2,https://cdn.sofifa.net/players/198/118/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/fr.png
198129,https://sofifa.com/player/198129/celso-ortiz/220002,C. Ortiz,Celso Fabi?n Ortiz Gamarra,"CDM, CM",77,77,7000000,43000,32,1989-01-26,174,74,1032,CF Monterrey,Mexican Liga MX,1,CDM,16,,2016-07-01,2023,58,Paraguay,,,,Left,2,3,1,Medium/High,Normal (170-185),No,11200000,,"Outside Foot Shot, Team Player",64,55,67,72,73,77,53,48,44,78,55,70,63,43,70,75,61,66,69,75,72,67,70,83,76,62,72,77,65,68,40,80,73,82,70,10,7,12,15,12,,63+2,63+2,63+2,66,67,67,67,66,69+2,69+2,69+2,68+2,73+2,73+2,73+2,68+2,72+2,76+1,76+1,76+1,72+2,71+2,72+2,72+2,72+2,71+2,18+2,https://cdn.sofifa.net/players/198/129/22_120.png,https://cdn.sofifa.net/teams/1032/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/py.png
198140,https://sofifa.com/player/198140/rogelio-funes-mori/220002,R. Funes Mori,Rogelio Gabriel Funes Mori,ST,77,77,10500000,51000,30,1991-03-05,186,78,1032,CF Monterrey,Mexican Liga MX,1,ST,7,,2015-06-12,2022,83,Mexico,1386,ST,11,Right,4,4,1,High/Medium,Lean (185+),Yes,16800000,,"Dives Into Tackles (AI), Finesse Shot, Flair, Outside Foot Shot, Team Player",77,77,68,74,43,81,65,82,77,70,74,75,75,58,65,74,80,75,74,73,66,75,82,82,81,69,78,49,78,72,73,72,25,45,44,8,10,15,6,15,,77,77,77,74,75,75,75,74,74+2,74+2,74+2,74+2,70+2,70+2,70+2,74+2,62+2,60+2,60+2,60+2,62+2,60+2,57+2,57+2,57+2,60+2,17+2,https://cdn.sofifa.net/players/198/140/22_120.png,https://cdn.sofifa.net/teams/1032/60.png,https://cdn.sofifa.net/flags/mx.png,https://cdn.sofifa.net/teams/1386/60.png,https://cdn.sofifa.net/flags/mx.png
199005,https://sofifa.com/player/199005/mathew-ryan/220002,M. Ryan,Mathew David Ryan,GK,77,79,8500000,25000,29,1992-04-08,184,82,457,Real Sociedad,Spain Primera Division,1,SUB,13,,2021-07-12,2023,195,Australia,1415,GK,1,Right,4,1,1,Medium/Medium,Normal (170-185),Yes,18500000,,"GK Long Throw, Rushes Out Of Goal",,,,,,,23,11,14,40,15,13,23,12,45,24,53,52,53,71,50,62,78,34,65,18,36,23,10,68,25,64,10,20,17,77,75,82,76,79,53,31+2,31+2,31+2,31,33,33,33,31,36+2,36+2,36+2,34+2,37+2,37+2,37+2,34+2,30+2,34+2,34+2,34+2,30+2,30+2,30+2,30+2,30+2,30+2,76+2,https://cdn.sofifa.net/players/199/005/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1415/60.png,https://cdn.sofifa.net/flags/au.png
199069,https://sofifa.com/player/199069/vincent-aboubakar/220002,V. Aboubakar,Vincent Pat? Aboubakar,ST,77,77,10500000,44000,29,1992-01-22,184,82,112139,Al Nassr,Saudi Abdul L. Jameel League,1,SUB,26,,2021-06-26,2024,103,Cameroon,,,,Right,4,4,2,High/Medium,Stocky (170-185),Yes,17900000,,"Injury Prone, Finesse Shot, Flair",75,75,71,78,36,80,63,75,75,72,76,80,80,67,68,80,75,75,72,74,63,77,75,71,86,72,76,33,77,76,74,82,44,23,19,8,10,9,7,8,,77,77,77,75,76,76,76,75,76+1,76+1,76+1,74+2,70+2,70+2,70+2,74+2,56+2,57+2,57+2,57+2,56+2,53+2,52+2,52+2,52+2,53+2,16+2,https://cdn.sofifa.net/players/199/069/22_120.png,https://cdn.sofifa.net/teams/112139/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/cm.png
199580,https://sofifa.com/player/199580/connor-goldson/220002,C. Goldson,Connor Lambert Goldson,CB,77,78,10000000,50000,28,1992-12-18,191,85,86,Rangers FC,Scottish Premiership,1,RCB,6,,2018-06-13,2022,14,England,,,,Right,2,2,1,Medium/Medium,Normal (185+),Yes,18800000,,"Leadership, Long Passer (AI), Power Header",69,50,62,66,76,82,46,53,80,72,35,66,42,34,73,70,71,67,54,75,47,62,78,82,84,35,80,74,58,62,47,70,76,76,75,10,8,10,11,8,,65+2,65+2,65+2,62,64,64,64,62,65+2,65+2,65+2,66+2,69+2,69+2,69+2,66+2,71+2,74+2,74+2,74+2,71+2,72+2,77+1,77+1,77+1,72+2,17+2,https://cdn.sofifa.net/players/199/580/22_120.png,https://cdn.sofifa.net/teams/86/60.png,https://cdn.sofifa.net/flags/gb-sct.png,,https://cdn.sofifa.net/flags/gb-eng.png
199641,https://sofifa.com/player/199641/matz-sels/220002,M. Sels,Matz Sels,GK,77,79,8500000,20000,29,1992-02-26,190,88,76,RC Strasbourg Alsace,French Ligue 1,1,GK,1,,2018-07-26,2024,7,Belgium,1325,SUB,13,Right,2,1,2,Medium/Medium,Normal (185+),No,17600000,,Injury Prone,,,,,,,16,16,14,38,19,19,17,17,32,33,37,35,36,74,34,56,70,26,67,18,29,17,18,49,22,62,14,15,14,76,75,75,76,76,36,32+2,32+2,32+2,30,33,33,33,30,34+2,34+2,34+2,32+2,34+2,34+2,34+2,32+2,27+2,31+2,31+2,31+2,27+2,26+2,28+2,28+2,28+2,26+2,76+2,https://cdn.sofifa.net/players/199/641/22_120.png,https://cdn.sofifa.net/teams/76/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
200094,https://sofifa.com/player/200094/magomed-ozdoev/220002,M. Ozdoev,Magomed Ozdoev,"CDM, CM",77,78,,,28,1992-11-05,184,78,,,,,,,,,,40,Russia,1357,RDM,7,Right,3,3,1,Medium/High,Normal (170-185),No,,,Long Passer (AI),75,70,72,76,73,76,65,69,57,78,45,77,58,56,76,76,73,77,80,73,74,81,67,78,75,74,77,75,68,74,54,72,73,76,73,11,8,16,16,15,,71+2,71+2,71+2,73,74,74,74,73,75+2,75+2,75+2,74+2,75+2,75+2,75+2,74+2,74+2,76+2,76+2,76+2,74+2,73+2,73+2,73+2,73+2,73+2,19+2,https://cdn.sofifa.net/players/200/094/22_120.png,,,https://cdn.sofifa.net/teams/1357/60.png,https://cdn.sofifa.net/flags/ru.png
200110,https://sofifa.com/player/200110/marco-bizot/220002,M. Bizot,Marco Bizot,GK,77,78,8000000,16000,30,1991-03-10,193,83,378,Stade Brestois 29,French Ligue 1,1,GK,40,,2021-08-04,2024,34,Netherlands,,,,Right,2,1,2,Medium/Medium,Normal (185+),No,16600000,,"Solid Player, GK Long Throw, Saves with Feet",,,,,,,20,15,16,28,13,12,20,15,33,32,45,47,50,79,40,52,67,32,64,14,39,17,13,47,36,47,11,12,14,80,74,69,75,77,46,31+2,31+2,31+2,30,31,31,31,30,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,28+2,30+2,30+2,30+2,28+2,27+2,28+2,28+2,28+2,27+2,76+2,https://cdn.sofifa.net/players/200/110/22_120.png,https://cdn.sofifa.net/teams/378/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/nl.png
200215,https://sofifa.com/player/200215/sebastian-rode/220002,S. Rode,Sebastian Rode,"CDM, CM",77,77,9000000,26000,30,1990-10-11,179,71,1824,Eintracht Frankfurt,German 1. Bundesliga,1,LDM,17,,2019-07-27,2024,21,Germany,,,,Right,3,3,2,High/High,Normal (170-185),Yes,15300000,,Injury Prone,60,64,71,73,76,77,67,61,64,76,55,72,56,52,74,75,69,52,69,76,74,73,76,76,74,68,85,79,69,72,51,78,77,77,75,9,8,14,7,11,,68+2,68+2,68+2,70,70,70,70,70,71+2,71+2,71+2,71+2,74+2,74+2,74+2,71+2,73+2,76+1,76+1,76+1,73+2,73+2,75+2,75+2,75+2,73+2,16+2,https://cdn.sofifa.net/players/200/215/22_120.png,https://cdn.sofifa.net/teams/1824/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
200536,https://sofifa.com/player/200536/nico-schulz/220002,N. Schulz,Nico Schulz,"LB, LM, LWB",77,77,9500000,48000,28,1993-04-01,181,83,22,Borussia Dortmund,German 1. Bundesliga,1,SUB,14,,2019-07-01,2024,21,Germany,,,,Left,2,3,2,High/Medium,Normal (170-185),Yes,16200000,,"Injury Prone, Speed Dribbler (AI)",86,51,72,73,72,77,77,48,60,73,49,73,59,42,73,73,82,90,71,75,73,65,63,77,79,40,75,76,72,75,56,74,72,73,74,13,9,15,7,14,,66+2,66+2,66+2,71,70,70,70,71,71+2,71+2,71+2,74+2,72+2,72+2,72+2,74+2,76+1,74+2,74+2,74+2,76+1,75+2,73+2,73+2,73+2,75+2,18+2,https://cdn.sofifa.net/players/200/536/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
201315,https://sofifa.com/player/201315/pablo-nascimento-castro/220002,Pablo,Pablo Nascimento Castro,CB,77,77,8500000,43000,30,1991-06-21,188,86,100765,FC Lokomotiv Moscow,Russian Premier League,1,LCB,3,,2021-01-29,2024,54,Brazil,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,13600000,,,52,52,53,62,79,79,30,49,81,65,52,58,44,50,67,62,40,62,69,75,54,68,76,68,83,43,82,79,40,49,57,75,78,79,75,15,13,10,11,11,,60+2,60+2,60+2,54,56,56,56,54,57+2,57+2,57+2,55+2,62+2,62+2,62+2,55+2,65+2,72+2,72+2,72+2,65+2,68+2,77,77,77,68+2,19+2,https://cdn.sofifa.net/players/201/315/22_120.png,https://cdn.sofifa.net/teams/100765/60.png,https://cdn.sofifa.net/flags/ru.png,,https://cdn.sofifa.net/flags/br.png
201325,https://sofifa.com/player/201325/ciprian-tatarusanu/220002,C. T?t?ru?anu,Anton Ciprian T?t?ru?anu,GK,77,77,1200000,18000,35,1986-02-09,198,90,47,AC Milan,Italian Serie A,1,SUB,1,,2020-09-11,2023,39,Romania,,,,Right,3,1,2,Medium/Medium,Lean (185+),No,2000000,,Cautious With Crosses,,,,,,,13,15,15,36,11,16,11,11,36,19,46,43,51,74,38,56,65,42,73,12,33,26,13,47,16,44,12,15,12,77,74,74,78,78,45,30+2,30+2,30+2,28,30,30,30,28,31+2,31+2,31+2,30+2,33+2,33+2,33+2,30+2,28+2,32+2,32+2,32+2,28+2,28+2,29+2,29+2,29+2,28+2,76+1,https://cdn.sofifa.net/players/201/325/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ro.png
201377,https://sofifa.com/player/201377/jeison-murillo/220002,J. Murillo,Jeison Fabi?n Murillo Cer?n,CB,77,78,9500000,20000,29,1992-05-27,184,78,450,RC Celta de Vigo,Spain Primera Division,1,LCB,3,U.C. Sampdoria,,2022,56,Colombia,,,,Right,3,2,2,Medium/High,Normal (170-185),Yes,,,"Dives Into Tackles (AI), Power Header",73,40,59,64,77,78,56,37,75,67,54,58,38,26,66,63,71,74,76,73,70,68,88,69,78,13,88,79,45,58,46,75,73,80,78,14,13,8,11,14,,58+2,58+2,58+2,58,57,57,57,58,58+2,58+2,58+2,61+2,62+2,62+2,62+2,61+2,70+2,73+2,73+2,73+2,70+2,72+2,77+1,77+1,77+1,72+2,19+2,https://cdn.sofifa.net/players/201/377/22_120.png,https://cdn.sofifa.net/teams/450/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/co.png
201454,https://sofifa.com/player/201454/faouzi-ghoulam/220002,F. Ghoulam,Faouzi Ghoulam,LB,77,77,9000000,51000,30,1991-02-01,184,80,48,Napoli,Italian Serie A,1,RES,31,,2014-01-31,2022,97,Algeria,,,,Left,4,3,2,High/Medium,Normal (170-185),No,15300000,,"Power Free-Kick, Giant Throw-in",71,64,76,76,75,69,83,54,68,77,52,78,77,68,74,78,66,75,70,71,62,80,71,74,65,69,74,74,69,69,76,75,75,77,77,12,7,8,8,13,,69+2,69+2,69+2,73,72,72,72,73,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,76+1,75+2,75+2,75+2,76+1,75+2,74+2,74+2,74+2,75+2,17+2,https://cdn.sofifa.net/players/201/454/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/dz.png
201505,https://sofifa.com/player/201505/david-lopez-silva/220002,David L?pez,David L?pez Silva,"CB, CDM",77,77,7000000,19000,31,1989-10-09,183,81,452,RCD Espanyol de Barcelona,Spain Primera Division,1,RDM,15,,2016-08-26,2023,45,Spain,,,,Right,3,2,1,Medium/High,Normal (170-185),Yes,14700000,,"Dives Into Tackles (AI), Leadership, Long Passer (AI)",56,58,66,65,78,76,55,50,78,75,55,63,50,45,70,74,57,55,45,72,55,77,78,65,80,60,77,78,60,69,50,70,78,77,76,9,12,7,11,15,,66+2,66+2,66+2,63,65,65,65,63,66+2,66+2,66+2,65+2,70+2,70+2,70+2,65+2,70+2,75+2,75+2,75+2,70+2,71+2,77,77,77,71+2,18+2,https://cdn.sofifa.net/players/201/505/22_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
202282,https://sofifa.com/player/202282/stuart-armstrong/220002,S. Armstrong,Stuart Armstrong,"RM, CM",77,77,10500000,54000,29,1992-03-30,183,75,17,Southampton,English Premier League,1,RM,17,,2018-06-26,2024,42,Scotland,1359,SUB,17,Right,4,3,1,High/High,Normal (170-185),Yes,20000000,,Long Shot Taker (AI),73,77,75,76,65,72,72,76,66,77,62,77,75,74,74,76,72,73,77,77,65,80,71,83,68,82,69,69,76,75,64,70,63,67,60,14,8,13,11,13,,75+2,75+2,75+2,76,76,76,76,76,76+1,76+1,76+1,76+1,76+1,76+1,76+1,76+1,72+2,72+2,72+2,72+2,72+2,70+2,68+2,68+2,68+2,70+2,19+2,https://cdn.sofifa.net/players/202/282/22_120.png,https://cdn.sofifa.net/teams/17/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png
202371,https://sofifa.com/player/202371/thomas-meunier/220002,T. Meunier,Thomas Meunier,"RB, RM",77,77,9500000,48000,29,1991-09-12,191,90,22,Borussia Dortmund,German 1. Bundesliga,1,RB,24,,2020-07-01,2024,7,Belgium,1325,RM,15,Right,4,3,2,High/Medium,Normal (185+),Yes,16200000,,Outside Foot Shot,73,74,72,72,73,80,77,70,72,71,77,75,75,56,72,73,67,77,63,72,47,80,72,83,83,77,73,75,75,71,65,74,69,75,80,8,13,15,6,9,,74+2,74+2,74+2,73,73,73,73,73,72+2,72+2,72+2,74+2,73+2,73+2,73+2,74+2,75+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,75+2,16+2,https://cdn.sofifa.net/players/202/371/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
202493,https://sofifa.com/player/202493/aleix-vidal-parreu/220002,Aleix Vidal,Aleix Vidal Parreu,"RB, RM, LM",77,77,7500000,19000,31,1989-08-21,177,70,452,RCD Espanyol de Barcelona,Spain Primera Division,1,RB,22,,2021-08-18,2023,45,Spain,,,,Right,4,3,2,High/Medium,Lean (170-185),No,15800000,,Speed Dribbler (AI),81,67,74,78,72,70,76,68,63,79,48,79,71,54,68,79,80,82,75,77,73,81,76,68,66,59,80,76,69,71,51,73,75,70,74,8,7,8,12,12,,72+2,72+2,72+2,75,75,75,75,75,75+2,75+2,75+2,76+1,73+2,73+2,73+2,76+1,76+1,74+2,74+2,74+2,76+1,75+2,73+2,73+2,73+2,75+2,17+2,https://cdn.sofifa.net/players/202/493/22_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
202562,https://sofifa.com/player/202562/jerome-roussillon/220002,J. Roussillon,J?r?me Roussillon,"LB, LM",77,77,9500000,52000,28,1993-01-06,175,80,175,VfL Wolfsburg,German 1. Bundesliga,1,LB,15,,2018-08-06,2023,18,France,,,,Left,3,3,2,High/Medium,Normal (170-185),No,16200000,,"Speed Dribbler (AI), Team Player",88,65,72,78,73,73,74,63,64,72,57,78,75,56,72,78,87,88,77,77,81,75,71,75,72,65,72,76,69,71,51,77,73,73,71,9,7,13,8,15,,72+2,72+2,72+2,75,74,74,74,75,74+2,74+2,74+2,76+1,73+2,73+2,73+2,76+1,76+1,74+2,74+2,74+2,76+1,75+2,73+2,73+2,73+2,75+2,17+2,https://cdn.sofifa.net/players/202/562/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/fr.png
